0,0,5,2,5,23,24,1,0,0
1,0,0,5,6,4,23,0,1,0
0,0,0,5,6,3,23,1,0,0
4,0,0,0,1,5,3,0,1,0
3,0,0,0,26,4,3,0,1,0
2,0,0,0,26,3,3,0,1,0
1,0,0,0,26,2,3,0,1,0
0,0,16,25,26,1,3,1,0,0
24,0,0,16,28,25,1,0,1,0
23,0,0,16,28,24,1,0,1,0
22,0,0,16,28,23,1,0,1,0
21,0,0,16,28,22,1,0,1,0
20,0,0,16,28,21,1,0,1,0
19,0,0,16,28,20,1,0,1,0
18,0,0,16,28,19,1,0,1,0
17,0,0,16,28,18,1,0,1,0
16,0,0,16,28,17,1,0,1,0
15,0,0,16,28,16,1,0,1,0
14,0,0,16,28,15,1,0,1,0
13,0,0,16,28,14,1,0,1,0
12,0,0,16,28,13,1,0,1,0
11,0,0,16,28,12,1,0,1,0
10,0,0,16,28,11,1,0,1,0
9,0,0,16,28,10,1,0,1,0
8,0,0,16,28,9,1,0,1,0
7,0,0,16,28,8,1,0,1,0
6,0,0,16,28,7,1,0,1,0
5,0,0,16,28,6,1,0,1,0
4,0,0,16,28,5,1,0,1,0
3,0,0,16,28,4,1,0,1,0
2,0,0,16,28,3,1,0,1,0
1,0,0,16,28,2,1,0,1,0
0,0,0,16,28,1,1,1,0,0
15,0,0,0,28,27,1,0,1,0
14,0,0,0,28,26,1,0,1,0
13,0,0,0,28,25,1,0,1,0
12,0,0,0,28,24,1,0,1,0
11,0,0,0,28,23,1,0,1,0
10,0,0,0,28,22,1,0,1,0
9,0,0,0,28,21,1,0,1,0
8,0,0,0,28,20,1,0,1,0
7,0,0,0,28,19,1,0,1,0
6,0,0,0,28,18,1,0,1,0
5,0,0,0,28,17,1,0,1,0
4,0,0,0,28,16,1,0,1,0
3,0,0,0,28,15,1,0,1,0
2,0,0,0,28,14,1,0,1,0
1,0,0,0,28,13,1,0,1,0
0,0,8,11,28,12,1,1,0,0
10,0,0,8,17,27,12,0,1,0
9,0,0,8,17,26,12,0,1,0
8,0,0,8,17,25,12,0,1,0
7,0,0,8,17,24,12,0,1,0
6,0,0,8,17,23,12,0,1,0
5,0,0,8,17,22,12,0,1,0
4,0,0,8,17,21,12,0,1,0
3,0,0,8,17,20,12,0,1,0
2,0,0,8,17,19,12,0,1,0
1,0,0,8,17,18,12,0,1,0
0,0,0,8,17,17,12,1,0,0
7,0,0,0,12,16,17,0,1,0
6,0,0,0,12,15,17,0,1,0
5,0,0,0,12,14,17,0,1,0
4,0,0,0,12,13,17,0,1,0
3,0,0,0,12,12,17,0,1,0
2,0,0,0,12,11,17,0,1,0
1,0,0,0,12,10,17,0,1,0
0,0,13,6,12,9,17,1,0,0
5,0,0,13,20,11,9,0,1,0
4,0,0,13,20,10,9,0,1,0
3,0,0,13,20,9,9,0,1,0
2,0,0,13,20,8,9,0,1,0
1,0,0,13,20,7,9,0,1,0
0,0,0,13,20,6,9,1,0,0
12,0,0,0,23,19,6,0,1,0
11,0,0,0,23,18,6,0,1,0
10,0,0,0,23,17,6,0,1,0
9,0,0,0,23,16,6,0,1,0
8,0,0,0,23,15,6,0,1,0
7,0,0,0,23,14,6,0,1,0
6,0,0,0,23,13,6,0,1,0
5,0,0,0,23,12,6,0,1,0
4,0,0,0,23,11,6,0,1,0
3,0,0,0,23,10,6,0,1,0
2,0,0,0,23,9,6,0,1,0
1,0,0,0,23,8,6,0,1,0
0,0,8,8,23,7,6,1,0,0
7,0,0,8,22,22,7,0,1,0
6,0,0,8,22,21,7,0,1,0
5,0,0,8,22,20,7,0,1,0
4,0,0,8,22,19,7,0,1,0
3,0,0,8,22,18,7,0,1,0
2,0,0,8,22,17,7,0,1,0
1,0,0,8,22,16,7,0,1,0
0,0,0,8,22,15,7,1,0,0
7,0,0,0,14,21,15,0,1,0
6,0,0,0,14,20,15,0,1,0
5,0,0,0,14,19,15,0,1,0
4,0,0,0,14,18,15,0,1,0
3,0,0,0,14,17,15,0,1,0
2,0,0,0,14,16,15,0,1,0
1,0,0,0,14,15,15,0,1,0
